test_name,run_id,duration_ms,pass_fail,retry_count,browser,headless_mode,timestamp,cpu_load,memory_usage,network_latency
auth.spec::login_success,run-0041,93,1,0,firefox,True,2026-01-01T13:40:00+00:00,58.77,520.67,47.96
checkout.spec::payment_flow,run-0041,764,1,0,firefox,True,2026-01-01T13:40:00+00:00,57.14,850.38,41.86
orders.spec::list_recent,run-0041,330,1,0,firefox,True,2026-01-01T13:40:00+00:00,45.57,680.27,50.59
profile.spec::upload_avatar,run-0041,614,1,0,firefox,True,2026-01-01T13:40:00+00:00,40.04,785.41,45.76
search.spec::filter_results,run-0041,346,1,0,firefox,True,2026-01-01T13:40:00+00:00,58.49,584.38,55.69
notifications.spec::websocket_push,run-0041,630,1,0,firefox,True,2026-01-01T13:40:00+00:00,44.6,878.6,52.38
auth.spec::login_success,run-0042,193,1,0,webkit,False,2026-01-01T13:47:00+00:00,21.89,453.72,50.67
checkout.spec::payment_flow,run-0042,857,1,0,webkit,False,2026-01-01T13:47:00+00:00,36.14,851.22,52.41
orders.spec::list_recent,run-0042,437,1,0,webkit,False,2026-01-01T13:47:00+00:00,40.21,614.8,40.64
profile.spec::upload_avatar,run-0042,648,1,0,webkit,False,2026-01-01T13:47:00+00:00,32.64,712.62,57.3
search.spec::filter_results,run-0042,225,1,0,webkit,False,2026-01-01T13:47:00+00:00,23.16,638.78,37.89
notifications.spec::websocket_push,run-0042,678,1,0,webkit,False,2026-01-01T13:47:00+00:00,40.64,857.31,22.33
auth.spec::login_success,run-0043,184,1,0,chromium,True,2026-01-01T13:54:00+00:00,51.65,527.37,22.19
checkout.spec::payment_flow,run-0043,1066,0,0,chromium,True,2026-01-01T13:54:00+00:00,53.16,770.82,46.96
orders.spec::list_recent,run-0043,307,1,0,chromium,True,2026-01-01T13:54:00+00:00,44.38,550.54,31.87
profile.spec::upload_avatar,run-0043,652,0,0,chromium,True,2026-01-01T13:54:00+00:00,47.16,789.81,28.08
search.spec::filter_results,run-0043,216,1,0,chromium,True,2026-01-01T13:54:00+00:00,46.7,627.66,47.77
notifications.spec::websocket_push,run-0043,769,1,0,chromium,True,2026-01-01T13:54:00+00:00,77.71,777.74,59.99
auth.spec::login_success,run-0044,241,1,0,firefox,False,2026-01-01T14:01:00+00:00,38.33,507.72,41.62
checkout.spec::payment_flow,run-0044,888,1,0,firefox,False,2026-01-01T14:01:00+00:00,58.56,846.5,40.61
orders.spec::list_recent,run-0044,443,0,1,firefox,False,2026-01-01T14:01:00+00:00,49.26,615.81,61.56
profile.spec::upload_avatar,run-0044,574,1,0,firefox,False,2026-01-01T14:01:00+00:00,44.62,799.4,44.1
search.spec::filter_results,run-0044,366,1,0,firefox,False,2026-01-01T14:01:00+00:00,47.77,543.02,32.69
notifications.spec::websocket_push,run-0044,905,0,2,firefox,False,2026-01-01T14:01:00+00:00,34.55,788.16,56.96
auth.spec::login_success,run-0045,251,1,0,webkit,True,2026-01-01T14:08:00+00:00,46.51,645.55,38.48
checkout.spec::payment_flow,run-0045,511,1,0,webkit,True,2026-01-01T14:08:00+00:00,47.75,756.13,45.59
orders.spec::list_recent,run-0045,472,1,0,webkit,True,2026-01-01T14:08:00+00:00,47.96,586.13,25.56
profile.spec::upload_avatar,run-0045,783,1,0,webkit,True,2026-01-01T14:08:00+00:00,53.02,646.08,40.64
search.spec::filter_results,run-0045,346,1,0,webkit,True,2026-01-01T14:08:00+00:00,49.76,527.46,35.06
notifications.spec::websocket_push,run-0045,684,0,0,webkit,True,2026-01-01T14:08:00+00:00,44.79,827.71,46.2
auth.spec::login_success,run-0046,258,1,0,chromium,False,2026-01-01T14:15:00+00:00,48.73,541.46,36.24
checkout.spec::payment_flow,run-0046,664,1,0,chromium,False,2026-01-01T14:15:00+00:00,63.08,805.63,64.53
orders.spec::list_recent,run-0046,451,1,0,chromium,False,2026-01-01T14:15:00+00:00,44.88,624.55,50.25
profile.spec::upload_avatar,run-0046,663,1,0,chromium,False,2026-01-01T14:15:00+00:00,50.21,698.87,63.96
search.spec::filter_results,run-0046,371,1,0,chromium,False,2026-01-01T14:15:00+00:00,51.45,590.1,45.11
notifications.spec::websocket_push,run-0046,502,0,0,chromium,False,2026-01-01T14:15:00+00:00,49.77,765.3,54.94
auth.spec::login_success,run-0047,117,1,0,firefox,True,2026-01-01T14:22:00+00:00,36.95,584.33,49.8
checkout.spec::payment_flow,run-0047,1019,1,0,firefox,True,2026-01-01T14:22:00+00:00,52.3,980.42,47.67
orders.spec::list_recent,run-0047,344,1,0,firefox,True,2026-01-01T14:22:00+00:00,41.34,664.54,31.48
profile.spec::upload_avatar,run-0047,576,1,0,firefox,True,2026-01-01T14:22:00+00:00,47.26,875.48,64.76
search.spec::filter_results,run-0047,438,1,0,firefox,True,2026-01-01T14:22:00+00:00,53.63,565.15,41.54
notifications.spec::websocket_push,run-0047,835,0,0,firefox,True,2026-01-01T14:22:00+00:00,37.74,714.69,52.58
auth.spec::login_success,run-0048,80,1,0,webkit,False,2026-01-01T14:29:00+00:00,54.85,563.76,37.66
checkout.spec::payment_flow,run-0048,827,1,0,webkit,False,2026-01-01T14:29:00+00:00,70.36,772.36,47.45
orders.spec::list_recent,run-0048,509,1,0,webkit,False,2026-01-01T14:29:00+00:00,50.23,642.8,44.0
profile.spec::upload_avatar,run-0048,705,1,0,webkit,False,2026-01-01T14:29:00+00:00,57.18,673.48,37.44
search.spec::filter_results,run-0048,313,1,0,webkit,False,2026-01-01T14:29:00+00:00,43.77,570.76,29.85
notifications.spec::websocket_push,run-0048,665,1,0,webkit,False,2026-01-01T14:29:00+00:00,53.83,726.25,38.85
auth.spec::login_success,run-0049,121,1,0,chromium,True,2026-01-01T14:36:00+00:00,37.35,637.38,29.55
checkout.spec::payment_flow,run-0049,908,0,0,chromium,True,2026-01-01T14:36:00+00:00,48.97,962.36,24.11
orders.spec::list_recent,run-0049,375,1,0,chromium,True,2026-01-01T14:36:00+00:00,53.56,526.64,45.18
profile.spec::upload_avatar,run-0049,675,0,2,chromium,True,2026-01-01T14:36:00+00:00,35.72,597.77,23.94
search.spec::filter_results,run-0049,285,1,0,chromium,True,2026-01-01T14:36:00+00:00,54.79,670.92,32.16
notifications.spec::websocket_push,run-0049,788,0,0,chromium,True,2026-01-01T14:36:00+00:00,53.69,843.48,58.76
auth.spec::login_success,run-0050,359,1,0,firefox,False,2026-01-01T14:43:00+00:00,51.09,471.7,24.84
checkout.spec::payment_flow,run-0050,1028,1,0,firefox,False,2026-01-01T14:43:00+00:00,57.8,865.53,46.27
orders.spec::list_recent,run-0050,481,1,0,firefox,False,2026-01-01T14:43:00+00:00,26.79,592.32,35.76
profile.spec::upload_avatar,run-0050,663,1,0,firefox,False,2026-01-01T14:43:00+00:00,41.16,717.01,28.35
search.spec::filter_results,run-0050,193,1,0,firefox,False,2026-01-01T14:43:00+00:00,36.71,647.43,29.71
notifications.spec::websocket_push,run-0050,691,1,0,firefox,False,2026-01-01T14:43:00+00:00,52.0,744.59,47.4
auth.spec::login_success,run-0051,139,1,0,webkit,True,2026-01-01T14:50:00+00:00,31.97,573.41,28.73
checkout.spec::payment_flow,run-0051,662,1,0,webkit,True,2026-01-01T14:50:00+00:00,47.2,871.28,49.7
orders.spec::list_recent,run-0051,250,1,0,webkit,True,2026-01-01T14:50:00+00:00,44.89,693.08,23.45
profile.spec::upload_avatar,run-0051,658,1,0,webkit,True,2026-01-01T14:50:00+00:00,46.87,779.26,61.43
search.spec::filter_results,run-0051,290,1,0,webkit,True,2026-01-01T14:50:00+00:00,20.56,656.85,17.8
notifications.spec::websocket_push,run-0051,533,0,0,webkit,True,2026-01-01T14:50:00+00:00,48.86,749.37,35.18
auth.spec::login_success,run-0052,243,1,0,chromium,False,2026-01-01T14:57:00+00:00,45.99,651.28,40.2
checkout.spec::payment_flow,run-0052,843,1,0,chromium,False,2026-01-01T14:57:00+00:00,62.05,774.3,62.99
orders.spec::list_recent,run-0052,481,1,0,chromium,False,2026-01-01T14:57:00+00:00,46.55,624.53,44.7
profile.spec::upload_avatar,run-0052,651,1,0,chromium,False,2026-01-01T14:57:00+00:00,47.97,753.32,44.12
search.spec::filter_results,run-0052,341,1,0,chromium,False,2026-01-01T14:57:00+00:00,26.23,622.82,72.22
notifications.spec::websocket_push,run-0052,715,0,0,chromium,False,2026-01-01T14:57:00+00:00,62.36,800.08,61.24
auth.spec::login_success,run-0053,80,1,0,firefox,True,2026-01-01T15:04:00+00:00,47.35,623.78,55.44
checkout.spec::payment_flow,run-0053,867,0,0,firefox,True,2026-01-01T15:04:00+00:00,52.23,912.15,49.2
orders.spec::list_recent,run-0053,449,1,0,firefox,True,2026-01-01T15:04:00+00:00,42.56,555.59,38.7
profile.spec::upload_avatar,run-0053,353,1,0,firefox,True,2026-01-01T15:04:00+00:00,33.48,751.94,54.93
search.spec::filter_results,run-0053,390,1,0,firefox,True,2026-01-01T15:04:00+00:00,37.06,577.14,35.11
notifications.spec::websocket_push,run-0053,724,0,1,firefox,True,2026-01-01T15:04:00+00:00,54.48,692.71,33.29
auth.spec::login_success,run-0054,219,1,0,webkit,False,2026-01-01T15:11:00+00:00,32.6,558.85,64.99
checkout.spec::payment_flow,run-0054,990,1,0,webkit,False,2026-01-01T15:11:00+00:00,51.64,852.61,41.05
orders.spec::list_recent,run-0054,312,1,0,webkit,False,2026-01-01T15:11:00+00:00,28.62,643.93,37.53
profile.spec::upload_avatar,run-0054,594,1,0,webkit,False,2026-01-01T15:11:00+00:00,58.29,769.05,27.77
search.spec::filter_results,run-0054,278,1,0,webkit,False,2026-01-01T15:11:00+00:00,33.75,575.42,19.24
notifications.spec::websocket_push,run-0054,628,1,0,webkit,False,2026-01-01T15:11:00+00:00,45.22,803.14,59.78
auth.spec::login_success,run-0055,275,1,0,chromium,True,2026-01-01T15:18:00+00:00,27.87,488.49,29.93
checkout.spec::payment_flow,run-0055,871,1,0,chromium,True,2026-01-01T15:18:00+00:00,53.5,826.88,34.41
orders.spec::list_recent,run-0055,227,1,0,chromium,True,2026-01-01T15:18:00+00:00,33.32,609.36,41.04
profile.spec::upload_avatar,run-0055,363,1,0,chromium,True,2026-01-01T15:18:00+00:00,67.43,724.06,49.99
search.spec::filter_results,run-0055,379,1,0,chromium,True,2026-01-01T15:18:00+00:00,38.19,479.83,35.28
notifications.spec::websocket_push,run-0055,695,1,0,chromium,True,2026-01-01T15:18:00+00:00,51.87,757.4,39.95
auth.spec::login_success,run-0056,255,1,0,firefox,False,2026-01-01T15:25:00+00:00,54.07,487.63,20.29
checkout.spec::payment_flow,run-0056,906,0,1,firefox,False,2026-01-01T15:25:00+00:00,44.11,856.53,38.11
orders.spec::list_recent,run-0056,362,1,0,firefox,False,2026-01-01T15:25:00+00:00,42.46,557.19,38.23
profile.spec::upload_avatar,run-0056,721,1,0,firefox,False,2026-01-01T15:25:00+00:00,46.5,703.91,30.73
search.spec::filter_results,run-0056,269,1,0,firefox,False,2026-01-01T15:25:00+00:00,49.07,532.85,54.98
notifications.spec::websocket_push,run-0056,611,1,0,firefox,False,2026-01-01T15:25:00+00:00,53.74,762.45,45.18
auth.spec::login_success,run-0057,152,1,0,webkit,True,2026-01-01T15:32:00+00:00,37.04,533.39,28.92
checkout.spec::payment_flow,run-0057,1051,0,0,webkit,True,2026-01-01T15:32:00+00:00,39.09,856.37,76.61
orders.spec::list_recent,run-0057,306,1,0,webkit,True,2026-01-01T15:32:00+00:00,34.03,578.65,31.04
profile.spec::upload_avatar,run-0057,485,1,0,webkit,True,2026-01-01T15:32:00+00:00,39.22,903.53,57.26
search.spec::filter_results,run-0057,275,1,0,webkit,True,2026-01-01T15:32:00+00:00,44.72,533.76,31.83
notifications.spec::websocket_push,run-0057,852,1,0,webkit,True,2026-01-01T15:32:00+00:00,37.13,801.09,55.66
auth.spec::login_success,run-0058,318,1,0,chromium,False,2026-01-01T15:39:00+00:00,44.55,430.5,46.06
checkout.spec::payment_flow,run-0058,931,1,0,chromium,False,2026-01-01T15:39:00+00:00,60.49,764.94,63.95
orders.spec::list_recent,run-0058,453,1,0,chromium,False,2026-01-01T15:39:00+00:00,44.52,651.56,18.7
profile.spec::upload_avatar,run-0058,415,1,0,chromium,False,2026-01-01T15:39:00+00:00,45.13,740.86,43.24
search.spec::filter_results,run-0058,265,1,0,chromium,False,2026-01-01T15:39:00+00:00,48.42,588.26,36.77
notifications.spec::websocket_push,run-0058,721,1,0,chromium,False,2026-01-01T15:39:00+00:00,55.37,789.47,29.05
auth.spec::login_success,run-0059,281,1,0,firefox,True,2026-01-01T15:46:00+00:00,23.86,579.56,12.92
checkout.spec::payment_flow,run-0059,795,0,0,firefox,True,2026-01-01T15:46:00+00:00,58.73,879.12,57.37
orders.spec::list_recent,run-0059,197,1,0,firefox,True,2026-01-01T15:46:00+00:00,56.82,671.95,47.83
profile.spec::upload_avatar,run-0059,694,1,0,firefox,True,2026-01-01T15:46:00+00:00,63.99,700.81,57.48
search.spec::filter_results,run-0059,357,1,0,firefox,True,2026-01-01T15:46:00+00:00,32.83,627.8,37.94
notifications.spec::websocket_push,run-0059,721,1,0,firefox,True,2026-01-01T15:46:00+00:00,48.01,870.81,54.74
auth.spec::login_success,run-0060,166,1,0,webkit,False,2026-01-01T15:53:00+00:00,52.39,482.14,36.48
checkout.spec::payment_flow,run-0060,609,1,0,webkit,False,2026-01-01T15:53:00+00:00,38.22,831.35,49.79
orders.spec::list_recent,run-0060,317,1,0,webkit,False,2026-01-01T15:53:00+00:00,41.61,673.47,41.38
profile.spec::upload_avatar,run-0060,601,0,0,webkit,False,2026-01-01T15:53:00+00:00,52.33,672.17,59.67
search.spec::filter_results,run-0060,215,1,0,webkit,False,2026-01-01T15:53:00+00:00,54.24,620.94,54.2
notifications.spec::websocket_push,run-0060,796,0,0,webkit,False,2026-01-01T15:53:00+00:00,52.96,837.46,47.65
auth.spec::login_success,run-0061,164,1,0,chromium,True,2026-01-01T16:00:00+00:00,32.96,463.94,22.02
checkout.spec::payment_flow,run-0061,1018,0,0,chromium,True,2026-01-01T16:00:00+00:00,56.65,930.72,29.89
orders.spec::list_recent,run-0061,378,1,0,chromium,True,2026-01-01T16:00:00+00:00,47.27,578.0,14.51
profile.spec::upload_avatar,run-0061,447,1,0,chromium,True,2026-01-01T16:00:00+00:00,58.65,705.93,53.66
search.spec::filter_results,run-0061,132,1,0,chromium,True,2026-01-01T16:00:00+00:00,38.18,519.69,34.05
notifications.spec::websocket_push,run-0061,652,1,0,chromium,True,2026-01-01T16:00:00+00:00,45.05,848.42,39.19
auth.spec::login_success,run-0062,200,1,0,firefox,False,2026-01-01T16:07:00+00:00,31.99,566.28,43.78
checkout.spec::payment_flow,run-0062,794,1,0,firefox,False,2026-01-01T16:07:00+00:00,41.6,880.54,54.63
orders.spec::list_recent,run-0062,467,0,0,firefox,False,2026-01-01T16:07:00+00:00,38.44,692.89,5.0
profile.spec::upload_avatar,run-0062,778,0,1,firefox,False,2026-01-01T16:07:00+00:00,59.69,745.97,24.09
search.spec::filter_results,run-0062,254,1,0,firefox,False,2026-01-01T16:07:00+00:00,52.66,645.28,25.04
notifications.spec::websocket_push,run-0062,600,0,0,firefox,False,2026-01-01T16:07:00+00:00,37.1,877.73,67.62
auth.spec::login_success,run-0063,123,1,0,webkit,True,2026-01-01T16:14:00+00:00,35.58,494.4,28.22
checkout.spec::payment_flow,run-0063,727,0,2,webkit,True,2026-01-01T16:14:00+00:00,40.31,804.58,40.37
orders.spec::list_recent,run-0063,374,1,0,webkit,True,2026-01-01T16:14:00+00:00,26.84,600.53,41.54
profile.spec::upload_avatar,run-0063,506,1,0,webkit,True,2026-01-01T16:14:00+00:00,36.37,733.25,58.05
search.spec::filter_results,run-0063,312,1,0,webkit,True,2026-01-01T16:14:00+00:00,41.29,592.01,29.56
notifications.spec::websocket_push,run-0063,771,1,0,webkit,True,2026-01-01T16:14:00+00:00,49.71,765.82,54.96
auth.spec::login_success,run-0064,192,1,0,chromium,False,2026-01-01T16:21:00+00:00,44.65,657.81,32.67
checkout.spec::payment_flow,run-0064,940,1,0,chromium,False,2026-01-01T16:21:00+00:00,51.57,939.13,26.68
orders.spec::list_recent,run-0064,383,1,0,chromium,False,2026-01-01T16:21:00+00:00,44.91,622.64,31.87
profile.spec::upload_avatar,run-0064,587,1,0,chromium,False,2026-01-01T16:21:00+00:00,40.73,704.65,49.53
search.spec::filter_results,run-0064,330,1,0,chromium,False,2026-01-01T16:21:00+00:00,46.32,658.08,43.79
notifications.spec::websocket_push,run-0064,759,1,0,chromium,False,2026-01-01T16:21:00+00:00,49.68,760.3,55.75
auth.spec::login_success,run-0065,176,1,0,firefox,True,2026-01-01T16:28:00+00:00,47.94,578.35,28.36
checkout.spec::payment_flow,run-0065,982,1,0,firefox,True,2026-01-01T16:28:00+00:00,38.29,917.88,48.27
orders.spec::list_recent,run-0065,266,1,0,firefox,True,2026-01-01T16:28:00+00:00,51.19,635.94,59.93
profile.spec::upload_avatar,run-0065,637,1,0,firefox,True,2026-01-01T16:28:00+00:00,41.8,781.0,46.81
search.spec::filter_results,run-0065,301,1,0,firefox,True,2026-01-01T16:28:00+00:00,45.3,601.16,27.77
notifications.spec::websocket_push,run-0065,523,1,0,firefox,True,2026-01-01T16:28:00+00:00,24.58,800.8,58.88
auth.spec::login_success,run-0066,307,1,0,webkit,False,2026-01-01T16:35:00+00:00,50.19,542.67,30.43
checkout.spec::payment_flow,run-0066,936,1,0,webkit,False,2026-01-01T16:35:00+00:00,59.37,797.85,43.85
orders.spec::list_recent,run-0066,445,1,0,webkit,False,2026-01-01T16:35:00+00:00,63.76,594.51,46.52
profile.spec::upload_avatar,run-0066,510,1,0,webkit,False,2026-01-01T16:35:00+00:00,53.38,754.62,55.08
search.spec::filter_results,run-0066,359,1,0,webkit,False,2026-01-01T16:35:00+00:00,55.59,762.16,22.55
notifications.spec::websocket_push,run-0066,716,1,0,webkit,False,2026-01-01T16:35:00+00:00,45.67,689.94,59.1
auth.spec::login_success,run-0067,128,1,0,chromium,True,2026-01-01T16:42:00+00:00,60.82,579.51,18.99
checkout.spec::payment_flow,run-0067,813,1,0,chromium,True,2026-01-01T16:42:00+00:00,59.05,850.72,47.33
orders.spec::list_recent,run-0067,353,1,0,chromium,True,2026-01-01T16:42:00+00:00,30.53,527.72,34.49
profile.spec::upload_avatar,run-0067,626,1,0,chromium,True,2026-01-01T16:42:00+00:00,48.06,751.96,31.72
search.spec::filter_results,run-0067,229,1,0,chromium,True,2026-01-01T16:42:00+00:00,47.87,541.55,42.14
notifications.spec::websocket_push,run-0067,839,1,0,chromium,True,2026-01-01T16:42:00+00:00,49.65,763.76,61.42
auth.spec::login_success,run-0068,244,1,0,firefox,False,2026-01-01T16:49:00+00:00,49.89,571.75,38.69
checkout.spec::payment_flow,run-0068,861,1,0,firefox,False,2026-01-01T16:49:00+00:00,58.11,808.25,58.82
orders.spec::list_recent,run-0068,496,1,0,firefox,False,2026-01-01T16:49:00+00:00,27.46,597.24,41.68
profile.spec::upload_avatar,run-0068,819,0,1,firefox,False,2026-01-01T16:49:00+00:00,40.42,760.63,34.58
search.spec::filter_results,run-0068,338,1,0,firefox,False,2026-01-01T16:49:00+00:00,45.99,631.92,48.18
notifications.spec::websocket_push,run-0068,717,1,0,firefox,False,2026-01-01T16:49:00+00:00,52.75,831.99,53.39
auth.spec::login_success,run-0069,213,1,0,webkit,True,2026-01-01T16:56:00+00:00,44.28,562.96,26.64
checkout.spec::payment_flow,run-0069,788,0,0,webkit,True,2026-01-01T16:56:00+00:00,60.08,857.89,54.47
orders.spec::list_recent,run-0069,339,1,0,webkit,True,2026-01-01T16:56:00+00:00,36.61,617.17,42.49
profile.spec::upload_avatar,run-0069,713,1,0,webkit,True,2026-01-01T16:56:00+00:00,60.99,743.78,50.98
search.spec::filter_results,run-0069,509,1,0,webkit,True,2026-01-01T16:56:00+00:00,36.81,566.82,41.98
notifications.spec::websocket_push,run-0069,828,1,0,webkit,True,2026-01-01T16:56:00+00:00,51.87,786.01,47.73
auth.spec::login_success,run-0070,146,1,0,chromium,False,2026-01-01T17:03:00+00:00,45.84,597.55,23.44
checkout.spec::payment_flow,run-0070,754,1,0,chromium,False,2026-01-01T17:03:00+00:00,41.96,823.82,57.53
orders.spec::list_recent,run-0070,476,1,0,chromium,False,2026-01-01T17:03:00+00:00,50.65,705.1,46.2
profile.spec::upload_avatar,run-0070,615,0,2,chromium,False,2026-01-01T17:03:00+00:00,45.4,682.09,34.22
search.spec::filter_results,run-0070,304,1,0,chromium,False,2026-01-01T17:03:00+00:00,49.08,638.17,43.02
notifications.spec::websocket_push,run-0070,979,1,0,chromium,False,2026-01-01T17:03:00+00:00,31.98,734.37,54.91
auth.spec::login_success,run-0071,211,1,0,firefox,True,2026-01-01T17:10:00+00:00,38.92,675.1,34.89
checkout.spec::payment_flow,run-0071,935,1,0,firefox,True,2026-01-01T17:10:00+00:00,39.41,854.52,38.23
orders.spec::list_recent,run-0071,217,1,0,firefox,True,2026-01-01T17:10:00+00:00,44.74,624.67,36.44
profile.spec::upload_avatar,run-0071,560,1,0,firefox,True,2026-01-01T17:10:00+00:00,49.31,782.26,45.03
search.spec::filter_results,run-0071,277,1,0,firefox,True,2026-01-01T17:10:00+00:00,48.38,638.6,31.78
notifications.spec::websocket_push,run-0071,810,1,0,firefox,True,2026-01-01T17:10:00+00:00,63.52,887.31,63.86
auth.spec::login_success,run-0072,211,1,0,webkit,False,2026-01-01T17:17:00+00:00,42.62,528.79,36.49
checkout.spec::payment_flow,run-0072,860,1,0,webkit,False,2026-01-01T17:17:00+00:00,50.26,808.83,40.18
orders.spec::list_recent,run-0072,389,1,0,webkit,False,2026-01-01T17:17:00+00:00,50.39,756.72,40.41
profile.spec::upload_avatar,run-0072,673,1,0,webkit,False,2026-01-01T17:17:00+00:00,35.53,836.06,34.22
search.spec::filter_results,run-0072,219,1,0,webkit,False,2026-01-01T17:17:00+00:00,43.1,555.36,36.78
notifications.spec::websocket_push,run-0072,919,0,2,webkit,False,2026-01-01T17:17:00+00:00,44.39,702.48,58.01
auth.spec::login_success,run-0073,205,1,0,chromium,True,2026-01-01T17:24:00+00:00,33.23,559.85,50.34
checkout.spec::payment_flow,run-0073,569,1,0,chromium,True,2026-01-01T17:24:00+00:00,37.58,870.76,61.81
orders.spec::list_recent,run-0073,458,1,0,chromium,True,2026-01-01T17:24:00+00:00,20.83,593.34,45.21
profile.spec::upload_avatar,run-0073,598,1,0,chromium,True,2026-01-01T17:24:00+00:00,56.29,782.46,52.88
search.spec::filter_results,run-0073,156,1,0,chromium,True,2026-01-01T17:24:00+00:00,48.16,545.03,31.78
notifications.spec::websocket_push,run-0073,825,1,0,chromium,True,2026-01-01T17:24:00+00:00,19.96,719.21,53.62
auth.spec::login_success,run-0074,169,1,0,firefox,False,2026-01-01T17:31:00+00:00,55.95,565.23,12.54
checkout.spec::payment_flow,run-0074,882,1,0,firefox,False,2026-01-01T17:31:00+00:00,53.03,890.86,54.9
orders.spec::list_recent,run-0074,449,1,0,firefox,False,2026-01-01T17:31:00+00:00,49.07,699.28,19.64
profile.spec::upload_avatar,run-0074,572,1,0,firefox,False,2026-01-01T17:31:00+00:00,57.68,890.49,61.13
search.spec::filter_results,run-0074,260,1,0,firefox,False,2026-01-01T17:31:00+00:00,39.1,556.05,33.58
notifications.spec::websocket_push,run-0074,756,0,0,firefox,False,2026-01-01T17:31:00+00:00,69.95,790.24,46.18
auth.spec::login_success,run-0075,229,1,0,webkit,True,2026-01-01T17:38:00+00:00,46.39,639.78,46.27
checkout.spec::payment_flow,run-0075,908,1,0,webkit,True,2026-01-01T17:38:00+00:00,46.52,874.77,53.8
orders.spec::list_recent,run-0075,347,1,0,webkit,True,2026-01-01T17:38:00+00:00,57.18,699.21,43.63
profile.spec::upload_avatar,run-0075,677,0,0,webkit,True,2026-01-01T17:38:00+00:00,63.1,758.32,20.52
search.spec::filter_results,run-0075,230,1,0,webkit,True,2026-01-01T17:38:00+00:00,46.61,603.15,18.62
notifications.spec::websocket_push,run-0075,933,0,2,webkit,True,2026-01-01T17:38:00+00:00,65.39,779.05,62.23
auth.spec::login_success,run-0076,195,1,0,chromium,False,2026-01-01T17:45:00+00:00,33.9,554.8,46.09
checkout.spec::payment_flow,run-0076,938,0,0,chromium,False,2026-01-01T17:45:00+00:00,55.62,850.45,57.22
orders.spec::list_recent,run-0076,272,1,0,chromium,False,2026-01-01T17:45:00+00:00,46.1,654.32,12.36
profile.spec::upload_avatar,run-0076,793,1,0,chromium,False,2026-01-01T17:45:00+00:00,38.42,729.63,65.99
search.spec::filter_results,run-0076,496,1,0,chromium,False,2026-01-01T17:45:00+00:00,55.19,583.67,55.01
notifications.spec::websocket_push,run-0076,724,0,1,chromium,False,2026-01-01T17:45:00+00:00,66.53,769.99,50.72
auth.spec::login_success,run-0077,247,1,0,firefox,True,2026-01-01T17:52:00+00:00,44.03,559.73,27.96
checkout.spec::payment_flow,run-0077,943,1,0,firefox,True,2026-01-01T17:52:00+00:00,44.23,890.12,31.01
orders.spec::list_recent,run-0077,238,1,0,firefox,True,2026-01-01T17:52:00+00:00,55.83,634.03,46.62
profile.spec::upload_avatar,run-0077,698,1,0,firefox,True,2026-01-01T17:52:00+00:00,51.49,700.19,27.23
search.spec::filter_results,run-0077,265,1,0,firefox,True,2026-01-01T17:52:00+00:00,37.56,637.38,35.05
notifications.spec::websocket_push,run-0077,834,1,0,firefox,True,2026-01-01T17:52:00+00:00,43.62,741.87,55.47
auth.spec::login_success,run-0078,231,1,0,webkit,False,2026-01-01T17:59:00+00:00,19.88,535.04,32.09
checkout.spec::payment_flow,run-0078,649,0,0,webkit,False,2026-01-01T17:59:00+00:00,60.5,927.12,32.1
orders.spec::list_recent,run-0078,318,1,0,webkit,False,2026-01-01T17:59:00+00:00,21.33,534.13,45.99
profile.spec::upload_avatar,run-0078,791,1,0,webkit,False,2026-01-01T17:59:00+00:00,49.41,811.36,41.92
search.spec::filter_results,run-0078,255,1,0,webkit,False,2026-01-01T17:59:00+00:00,62.22,521.28,37.05
notifications.spec::websocket_push,run-0078,724,0,1,webkit,False,2026-01-01T17:59:00+00:00,40.77,804.7,40.6
auth.spec::login_success,run-0079,200,1,0,chromium,True,2026-01-01T18:06:00+00:00,49.31,511.06,37.19
checkout.spec::payment_flow,run-0079,850,0,1,chromium,True,2026-01-01T18:06:00+00:00,57.09,897.55,43.9
orders.spec::list_recent,run-0079,336,1,0,chromium,True,2026-01-01T18:06:00+00:00,36.32,613.92,45.09
profile.spec::upload_avatar,run-0079,730,1,0,chromium,True,2026-01-01T18:06:00+00:00,29.98,643.59,39.89
search.spec::filter_results,run-0079,198,1,0,chromium,True,2026-01-01T18:06:00+00:00,32.11,566.35,35.39
notifications.spec::websocket_push,run-0079,877,0,0,chromium,True,2026-01-01T18:06:00+00:00,50.76,764.14,60.04
auth.spec::login_success,run-0080,234,1,0,firefox,False,2026-01-01T18:13:00+00:00,34.52,566.51,43.36
checkout.spec::payment_flow,run-0080,874,1,0,firefox,False,2026-01-01T18:13:00+00:00,46.6,952.41,58.55
orders.spec::list_recent,run-0080,387,1,0,firefox,False,2026-01-01T18:13:00+00:00,43.6,630.21,38.17
profile.spec::upload_avatar,run-0080,713,1,0,firefox,False,2026-01-01T18:13:00+00:00,48.38,793.84,63.68
search.spec::filter_results,run-0080,359,1,0,firefox,False,2026-01-01T18:13:00+00:00,54.91,726.59,28.11
notifications.spec::websocket_push,run-0080,431,1,0,firefox,False,2026-01-01T18:13:00+00:00,62.92,819.92,45.52
